id,bookId,pageNumber,branchPath,isBranchPage,content,imageUrl,panels,choiceA,choiceB,nextPageIdA,nextPageIdB,sfxTags,format,createdAt
390057,390004,13,B-A,1,"Mutasyonunu kabullenip bambaşka bir varlığa dönüşmeye karar verdi. İnsanlığını geride bırakarak, yeni formunun getirdiği tüm değişimleri benimsedi. Laboratuvardan kaçtı ve Münih'in yeraltı dünyasına karıştı. Güçleri her geçen gün artıyor, ancak aynı zamanda insanlıkla olan bağları da kopuyordu. Bir gün, onu avlamak isteyen şirketin ajanlarıyla karşılaştı. Ne yapmalıydı?",,"[{""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page13-top-1773116744807.png"", ""narration"": ""Tolgar, mutasyonunu kabullenerek insanlığını geride bırakıp bambaşka bir varlığa dönüşmeye karar verdi."", ""position"": ""top-right"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page13-bottom-left-1773116749913.png"", ""narration"": ""Laboratuvardan kaçan Tolgar, Münih'in yeraltı dünyasına karışırken güçleri artıyor, insanlıkla bağları kopuyordu."", ""position"": ""top-left"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": ""Ne yapmalıydı?"", ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page13-bottom-right-1773116750807.png"", ""narration"": ""Bir gün, onu avlamak isteyen şirketin ajanlarıyla karşılaştığında bir karar vermek zorundaydı."", ""position"": ""top-right"", ""speaker"": ""Tolgar""}]",Güçlerini kullanarak ajanları etkisiz hale getirmek ve kaçmak.,"Ajanlarla yüzleşip, yeni varlığının gücünü onlara göstermek.",390059,390060,"[""growl"", ""wind""]",landscape,2026-03-10 04:26:38
390058,390004,14,B-B,1,"Güçlerini kontrol altına alıp, kendisini avlayanlara karşı savaşmaya karar verdi. Gizlice laboratuvardan ayrıldı ve güçlerini anlamak için izole bir yere çekildi. Meditasyon ve yoğun antrenmanlarla, vücudundaki enerjiyi yönlendirmeyi öğrendi. Artık bir silah değil, adaleti sağlamak için bir araçtı. Ancak onu avlayan şirket, izini buldu ve büyük bir çatışma kaçınılmazdı. Ne yapmalıydı?",,"[{""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page14-top-1773116744901.png"", ""narration"": ""Tolgar, güçlerini kontrol altına alıp avcılarına karşı savaşmaya karar verdi."", ""position"": ""top-right"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page14-bottom-left-1773116750844.png"", ""narration"": ""Laboratuvardan gizlice ayrılan Tolgar, güçlerini anlamak için izole bir yere çekildi ve yoğun antrenmanlarla enerjisini yönlendirmeyi öğrendi."", ""position"": ""top-left"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": ""Ne yapmalıydı?"", ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page14-bottom-right-1773116756701.png"", ""narration"": ""Şirket Tolgar'ın izini bulur ve büyük bir çatışma kaçınılmaz hale gelirken, Tolgar ne yapmalıydı?"", ""position"": ""top-right"", ""speaker"": ""Tolgar""}]","Şirketin ana üssüne sızıp, projenin tüm verilerini yok etmek.",Şirketin ajanlarına karşı açıkça savaşmak ve onları alt etmek.,390061,390062,"[""training sounds"", ""focused breathing""]",landscape,2026-03-10 04:26:38
390059,390004,15,B-A-A,0,"Güçlerini kullanarak ajanları etkisiz hale getirdi ve kaçtı. Ancak bu olay, Tolgar'ın insanlıktan tamamen uzaklaşmasına neden oldu. Şehrin karanlık köşelerinde, efsanevi bir varlık olarak yaşamaya başladı. Artık ne iyi ne de kötüydü, sadece kendi varoluşunun peşindeydi. İnsanlık onu unuttu, ancak yeraltı dünyasında adı fısıltılarla anılmaya devam etti: 'Deney 27'.",,"[{""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page15-top-1773116749870.png"", ""narration"": ""Güçlerini kullanarak ajanları etkisiz hale getirdi ve kaçtı."", ""position"": ""top-right"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page15-bottom-left-1773116750811.png"", ""narration"": ""Ancak bu olay, Tolgar'ın insanlıktan tamamen uzaklaşmasına neden oldu. Şehrin karanlık köşelerinde, efsanevi bir varlık olarak yaşamaya başladı. Artık ne iyi ne de kötüydü, sadece kendi varoluşunun peşindeydi."", ""position"": ""top-left"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": ""'Deney 27'"", ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page15-bottom-right-1773116751005.png"", ""narration"": ""İnsanlık onu unuttu, ancak yeraltı dünyasında adı fısıltılarla anılmaya devam etti."", ""position"": ""top-right"", ""speaker"": null}]",,,,,"[""howl"", ""echo""]",landscape,2026-03-10 04:26:38
390060,390004,16,B-A-B,0,"Ajanlarla yüzleşip, yeni varlığının gücünü onlara gösterdi. Çatışma şiddetliydi, Tolgar'ın kontrolsüz gücü her şeyi yerle bir etti. Ajanlar yenildi, ancak bu zafer Tolgar'a pahalıya mal oldu. Vücudu tamamen değişmiş, artık geri dönüşü olmayan bir noktaya gelmişti. Münih'in korkulan, efsanevi bir canavarı haline geldi. Güçlü şirket, onu bir tehdit olarak görmeyi bıraktı, çünkü o artık bir insan değildi, sadece bir yıkım gücüydü.",,"[{""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page16-top-1773116762706.png"", ""narration"": ""Tolgar, ajanlarla yüzleşir ve yeni gücünü sergilerken çatışma şiddetlenir."", ""position"": ""top-right"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page16-bottom-left-1773116762968.png"", ""narration"": ""Ajanlar yenilir, ancak Tolgar'ın vücudu geri dönüşü olmayan bir şekilde değişmiştir."", ""position"": ""top-left"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page16-bottom-right-1773116768636.png"", ""narration"": ""Münih'in korkulan canavarı haline gelen Tolgar, şirket için artık bir tehdit değil, yıkım gücüdür."", ""position"": ""top-right"", ""speaker"": null}]",,,,,"[""explosion"", ""roar""]",landscape,2026-03-10 04:26:38
390061,390004,17,B-B-A,0,"Şirketin ana üssüne sızıp, projenin tüm verilerini yok etmeye karar verdi. Gizlice içeri girdi, keskin duyuları ve artan gücü sayesinde güvenlik sistemlerini aştı. Veri merkezine ulaştığında, tüm bilgileri silerek projenin sonunu getirdi. Ancak kaçışı sırasında çıkan çatışmada ağır yaralandı. Güçlerini son bir kez kullanarak kendini iyileştirdi, ancak bu onu çok yordu. Artık normal bir hayat sürebilirdi, ancak güçlerinin bedelini ödemişti. Bir kahraman olarak anılacak, ama sıradan bir insan olarak yaşayacaktı.",,"[{""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page17-top-1773116782800.png"", ""narration"": ""Tolgar, şirketin ana üssüne sızarak güvenlik sistemlerini aştı ve projenin tüm verilerini yok etti."", ""position"": ""top-right"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page17-bottom-left-1773116786714.png"", ""narration"": ""Kaçışı sırasında çıkan çatışmada ağır yaralandı, ancak güçlerini kullanarak kendini son bir kez iyileştirdi."", ""position"": ""top-left"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page17-bottom-right-1773116792708.png"", ""narration"": ""Güçlerinin bedelini ödeyen Tolgar, artık normal bir hayat sürecek, bir kahraman olarak anılacak ama sıradan bir insan olarak yaşayacaktı."", ""position"": ""top-right"", ""speaker"": null}]",,,,,"[""hacking"", ""explosion""]",landscape,2026-03-10 04:26:38
390062,390004,18,B-B-B,0,"Şirketin ajanlarına karşı açıkça savaşmaya ve onları alt etmeye karar verdi. Münih sokaklarında destansı bir çatışma yaşandı. Tolgar, güçlerini ustaca kullanarak tüm ajanları teker teker etkisiz hale getirdi. Şirket, bu yenilgi karşısında geri çekilmek zorunda kaldı. Tolgar, artık Münih'in koruyucusu, adaletin sembolü olmuştu. Güçlerini insanlığın iyiliği için kullanmaya yemin etti ve 'Deney 27' artık bir korku hikayesi değil, bir umut ışığıydı.",,"[{""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page18-top-1773116782937.png"", ""narration"": ""Tolgar, şirketin ajanlarına karşı açıkça savaşmaya karar verdi ve Münih sokaklarında destansı bir çatışma yaşandı."", ""position"": ""top-right"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page18-bottom-left-1773116792704.png"", ""narration"": ""Tolgar, güçlerini ustaca kullanarak tüm ajanları teker teker etkisiz hale getirdi ve şirket geri çekilmek zorunda kaldı."", ""position"": ""top-left"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/390004-page18-bottom-right-1773116793844.png"", ""narration"": ""Tolgar, Münih'in koruyucusu, adaletin sembolü olmuştu ve 'Deney 27' artık bir umut ışığıydı."", ""position"": ""top-right"", ""speaker"": null}]",,,,,"[""heroic music"", ""battle""]",landscape,2026-03-10 04:26:38
420001,420001,1,root,0,"Münih'teki laboratuvarın soğuk ışıkları altında Tolgar, insan hücrelerinin kendini onarma kapasitesini artırmaya yönelik projesi üzerinde çalışıyordu. Gecenin geç saatleriydi ve laboratuvar neredeyse boştu. Deney tüplerindeki parlak mavi serum, Tolgar'ın yorgun ama kararlı yüzünü aydınlatıyordu. Bir anlık dalgınlık, her şeyi değiştirecekti.",,"[{""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page1-top-1773419725807.png"", ""narration"": ""In a cold Munich lab, Tolgar works on his cell repair project late at night."", ""position"": ""top-right"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page1-bottom-left-1773419731381.png"", ""narration"": ""Bright blue serum in test tubes illuminates Tolgar's tired yet determined face."", ""position"": ""top-left"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page1-bottom-right-1773419736586.png"", ""narration"": ""A moment of distraction is about to change everything for Tolgar."", ""position"": ""top-right"", ""speaker"": null}]",,,,,"[""laboratuvar"", ""uğultu"", ""cam kırılması""]",landscape,2026-03-13 16:38:26
420002,420001,2,root,1,"Tolgar, elindeki deneysel serum tüpünü yanlışlıkla düşürdü. Tüp yere düşer düşmez paramparça oldu ve içindeki parlak mavi sıvı, Tolgar'ın koruyucu giysisindeki küçük bir yırtıktan cildine sızdı. Keskin bir acı hissetti, ardından vücudunda garip bir karıncalanma yayıldı. Ne yapacağını bilemez halde, şaşkınlıkla etrafına bakındı.",,"[{""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page2-top-1773419731224.png"", ""narration"": ""Tolgar, elindeki deneysel serum tüpünü yanlışlıkla düşürdü."", ""position"": ""top-right"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page2-bottom-left-1773419736788.png"", ""narration"": ""Tüp yere düşer düşmez paramparça oldu ve içindeki parlak mavi sıvı, Tolgar'ın koruyucu giysisindeki küçük bir yırtıktan cildine sızdı."", ""position"": ""top-left"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page2-bottom-right-1773419742006.png"", ""narration"": ""Keskin bir acı hissetti, ardından vücudunda garip bir karıncalanma yayıldı. Ne yapacağını bilemez halde, şaşkınlıkla etrafına bakındı."", ""position"": ""top-right"", ""speaker"": null}]",Hemen tıbbi yardım ara ve durumu rapor et.,"Kimseye bir şey söyleme, etkilerini gözlemle.",420003,420004,"[""şok"", ""karıncalanma"", ""sessizlik""]",landscape,2026-03-13 16:38:27
420003,420001,3,A,0,"Tolgar, hızla laboratuvarın acil durum hattını aradı ve durumu rapor etti. Kısa süre içinde bir tıbbi ekip olay yerine geldi. Serumun etkileri hakkında bilgi vermesi istendiğinde, Tolgar'ın sesi düşünceli ve biraz gergindi. ""Sadece küçük bir temas,"" diye mırıldandı, gerçek etkileri tam olarak anlamadan.",,"[{""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page3-top-1773419736580.png"", ""narration"": ""Tolgar, laboratuvarın acil durum hattını arayarak durumu rapor etti."", ""position"": ""top-right"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page3-bottom-left-1773419742002.png"", ""narration"": ""Kısa süre içinde bir tıbbi ekip olay yerine geldi ve bilgi istedi."", ""position"": ""top-left"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": ""Sadece küçük bir temas."", ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page3-bottom-right-1773419747198.png"", ""narration"": ""Tolgar'ın sesi düşünceli ve gergindi, etkileri tam anlamadı."", ""position"": ""top-right"", ""speaker"": ""Tolgar""}]",,,,,"[""telefon"", ""siren"", ""endişe""]",landscape,2026-03-13 16:38:28
420004,420001,4,B,0,"Tolgar, kimseye bir şey söylememeye karar verdi. Cildindeki karıncalanma yavaş yavaş azaldı ama içten gelen garip bir enerji hissi tüm vücuduna yayılmıştı. Laboratuvardan ayrılırken adımları her zamankinden daha hafif, duyuları ise keskinleşmişti. Bu gizemi kendi başına çözmeye kararlıydı.",,"[{""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page4-top-1773419726088.png"", ""narration"": ""Tolgar, yaşadığı garip olayı kimseye anlatmamaya karar verirken cildindeki karıncalanma azalır."", ""position"": ""top-right"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page4-bottom-left-1773419731390.png"", ""narration"": ""Ancak içten gelen garip bir enerji tüm vücuduna yayılmış, onu farklı hissettirmiştir."", ""position"": ""top-left"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page4-bottom-right-1773419736591.png"", ""narration"": ""Laboratuvardan ayrılırken adımları hafif, duyuları keskinleşmiş Tolgar, bu gizemi tek başına çözmeye kararlıdır."", ""position"": ""top-right"", ""speaker"": null}]",,,,,"[""nefes alma"", ""kalp atışı"", ""uğultu""]",landscape,2026-03-13 16:38:29
420005,420001,5,A,0,"Tıbbi ekip, Tolgar'ı detaylı bir kontrolden geçirdi. İlk testler herhangi bir anormallik göstermedi. Ancak Tolgar, içten içe bir şeylerin değiştiğini hissediyordu. Duyuları keskinleşmiş, çevresindeki sesleri ve kokuları daha yoğun algılamaya başlamıştı. Doktorlar onu eve gönderirken, Tolgar'ın zihni bu yeni hislerle doluydu.",,"[{""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page5-top-1773419726413.png"", ""narration"": ""Tıbbi ekip, Tolgar'ı detaylı bir kontrolden geçirdi ve ilk testler anormallik göstermedi."", ""position"": ""top-right"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page5-bottom-left-1773419736605.png"", ""narration"": ""Tolgar içten içe bir şeylerin değiştiğini, duyularının keskinleştiğini hissediyordu."", ""position"": ""top-left"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page5-bottom-right-1773419741999.png"", ""narration"": ""Doktorlar onu eve gönderirken, Tolgar'ın zihni bu yeni yoğun hislerle doluydu."", ""position"": ""top-right"", ""speaker"": null}]",,,,,"[""tıbbi ekipman"", ""nabız"", ""sessizlik""]",landscape,2026-03-13 16:38:29
420006,420001,6,B,0,"Sonraki birkaç gün boyunca Tolgar, vücudundaki değişimleri dikkatle gözlemledi. Geceleri uyumakta zorlanıyor, en ufak bir sesi bile duyabiliyordu. Bir sabah aynaya baktığında, gözlerinin her zamankinden daha parlak olduğunu fark etti. Fiziksel gücü de artmış gibiydi; ağır nesneleri kolayca kaldırabiliyordu. Bu durum onu hem heyecanlandırıyor hem de korkutuyordu.",,"[{""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page6-top-1773419769479.png"", ""narration"": ""Tolgar, vücudundaki değişimleri dikkatle gözlemleyerek uykusuz geceler geçiriyor."", ""position"": ""top-right"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page6-bottom-left-1773419775636.png"", ""narration"": ""Bir sabah aynaya baktığında, gözlerinin parlaklaştığını ve fiziksel gücünün arttığını fark eder."", ""position"": ""top-left"", ""speaker"": null}, {""bubbleType"": ""speech"", ""dialogue"": null, ""imageUrl"": ""https://d2xsxph8kpxj0f.cloudfront.net/310519663399842622/cuoraNs8SGWCiJUcwSXm4W/panels/420001-page6-bottom-right-1773419779786.png"", ""narration"": ""Bu yeni güç, Tolgar'ı hem heyecanlandırıyor hem de bilinmeyene karşı korkutuyor."", ""position"": ""top-right"", ""speaker"": null}]",,,,,"[""nefes alma"", ""kalp atışı"", ""uğultu""]",landscape,2026-03-13 16:38:30
